"","Domain","Phylum","Class","Order","Family","Genus"
"OTU17","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora"
"OTU1139","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU539","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU14859","Bacteria","Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","Saccharibacteria_genera_incertae_sedis"
"OTU1133","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"OTU5","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"OTU177","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola"
"OTU88563","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Ohtaekwangia"
"OTU31","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","uncl_Micromonosporaceae"
"OTU843","Bacteria","Actinobacteria","Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria"
"OTU71","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncl_Myxococcales","uncl_Myxococcales"
"OTU61","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium"
"OTU957","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU273","Bacteria","Proteobacteria","Gammaproteobacteria","uncl_Gammaproteobacteria","uncl_Gammaproteobacteria","uncl_Gammaproteobacteria"
"OTU3","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","uncl_Pseudonocardiaceae"
"OTU4781","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6"
"OTU49","Bacteria","Actinobacteria","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"OTU5652","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","uncl_Pseudonocardiaceae"
"OTU774","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Reyranellaceae","Reyranella"
"OTU3092","Bacteria","Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","Saccharibacteria_genera_incertae_sedis"
"OTU43","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"OTU224","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"OTU4878","Bacteria","Acidobacteria","Acidobacteria_Gp10","uncl_Acidobacteria_Gp10","uncl_Acidobacteria_Gp10","Gp10"
"OTU138","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Chryseolinea"
"OTU904","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavitalea"
"OTU77","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"OTU29389","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","uncl_Pseudonocardiaceae"
"OTU614","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU83440","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"OTU2301","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","uncl_Solirubrobacterales","uncl_Solirubrobacterales"
"OTU86477","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU8308","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter"
"OTU94","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU13","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU62369","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"OTU1294","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"OTU846","Bacteria","Acidobacteria","Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","Gp16"
"OTU22643","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","uncl_Conexibacteraceae"
"OTU46","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","uncl_Microbacteriaceae"
"OTU53","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncl_Comamonadaceae"
"OTU164","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncl_Myxococcales","uncl_Myxococcales"
"OTU395","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncl_Myxococcales","uncl_Myxococcales"
"OTU250","Bacteria","Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","Saccharibacteria_genera_incertae_sedis"
"OTU3570","Bacteria","Actinobacteria","Actinobacteria","Mycobacteriales","Segniliparaceae","Segniliparus"
"OTU6537","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","uncl_Longimicrobiales","uncl_Longimicrobiales"
"OTU5806","Bacteria","Verrucomicrobia","Spartobacteria","uncl_Spartobacteria","uncl_Spartobacteria","Spartobacteria_genera_incertae_sedis"
"OTU116","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Terrimonas"
"OTU189","Bacteria","Proteobacteria","Gammaproteobacteria","uncl_Gammaproteobacteria","uncl_Gammaproteobacteria","uncl_Gammaproteobacteria"
"OTU12","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","Steroidobacter"
"OTU321","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU623","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis","Acidibacter"
"OTU451","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","uncl_Burkholderiales","uncl_Burkholderiales"
"OTU36547","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"OTU97132","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Ohtaekwangia"
"OTU586","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU73992","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU552","Bacteria","Actinobacteria","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Blastococcus"
"OTU3783","Bacteria","Armatimonadetes","uncl_Armatimonadetes","uncl_Armatimonadetes","uncl_Armatimonadetes","Armatimonadetes_gp5"
"OTU79","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium"
"OTU28","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","uncl_Kineosporiaceae"
"OTU4061","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","uncl_Erythrobacteraceae"
"OTU10038","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU718","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Ohtaekwangia"
"OTU515","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces"
"OTU553","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU65","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","uncl_Xanthomonadaceae"
"OTU76","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis","Acidibacter"
"OTU683","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","uncl_Solirubrobacterales","uncl_Solirubrobacterales"
"OTU124","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia"
"OTU1114","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncl_Rhodospirillales","uncl_Rhodospirillales"
"OTU252","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"OTU16425","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"OTU285","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","uncl_Micromonosporaceae"
"OTU1691","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"OTU25369","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU27622","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis","Acidibacter"
"OTU88016","Bacteria","Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","Saccharibacteria_genera_incertae_sedis"
"OTU62","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"OTU573","Bacteria","Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria"
"OTU7460","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU54","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","uncl_Erythrobacteraceae"
"OTU16078","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Chryseolinea"
"OTU1953","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"OTU296","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
"OTU56102","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"OTU183","Bacteria","Proteobacteria","Gammaproteobacteria","uncl_Gammaproteobacteria","uncl_Gammaproteobacteria","uncl_Gammaproteobacteria"
"OTU10","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU180","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura"
"OTU55727","Bacteria","Acidobacteria","Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","Gp16"
"OTU107","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"OTU832","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"OTU56182","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"OTU12389","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Ohtaekwangia"
"OTU643","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"OTU108","Bacteria","Acidobacteria","Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","uncl_Acidobacteria_Gp16","Gp16"
"OTU1971","Bacteria","Proteobacteria","uncl_Proteobacteria","uncl_Proteobacteria","uncl_Proteobacteria","uncl_Proteobacteria"
"OTU60","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","uncl_Micrococcaceae"
"OTU21","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncl_Rhizobiaceae"
"OTU2223","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"OTU881","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis","Acidibacter"
"OTU41","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"OTU29992","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","uncl_Pseudonocardiaceae"
"OTU408","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU37","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"OTU24","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga"
"OTU3873","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","uncl_Opitutaceae"
"OTU4256","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU450","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncl_Comamonadaceae"
"OTU3060","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","uncl_Chitinophagaceae"
"OTU137","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncl_Comamonadaceae"
"OTU82","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"OTU2577","Bacteria","Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","Saccharibacteria_genera_incertae_sedis"
"OTU178","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","uncl_Xanthomonadales","uncl_Xanthomonadales"
"OTU20504","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","uncl_Solirubrobacterales","uncl_Solirubrobacterales"
"OTU498","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","uncl_Chitinophagaceae"
"OTU209","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"OTU19494","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"OTU3797","Bacteria","Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","Saccharibacteria_genera_incertae_sedis"
"OTU1057","Bacteria","Actinobacteria","Thermoleophilia","uncl_Thermoleophilia","uncl_Thermoleophilia","uncl_Thermoleophilia"
"OTU6123","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU170","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU555","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","uncl_Sphingomonadaceae"
"OTU2258","Bacteria","Verrucomicrobia","Subdivision3","uncl_Subdivision3","uncl_Subdivision3","Subdivision3_genera_incertae_sedis"
"OTU845","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncl_Myxococcales","uncl_Myxococcales"
"OTU8318","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","uncl_Chitinophagaceae"
"OTU1132","Bacteria","Verrucomicrobia","Spartobacteria","uncl_Spartobacteria","uncl_Spartobacteria","Spartobacteria_genera_incertae_sedis"
"OTU88","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU571","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","uncl_Chitinophagaceae"
"OTU4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"OTU712","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","uncl_Nocardioidaceae"
"OTU486","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","uncl_Sphingomonadaceae"
"OTU100090","Bacteria","Acidobacteria","Vicinamibacteria","uncl_Vicinamibacteria","uncl_Vicinamibacteria","uncl_Vicinamibacteria"
"OTU1009","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Kofleriaceae","Kofleria"
"OTU724","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","uncl_Cystobacteraceae"
"OTU51","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Kribbellaceae","Kribbella"
"OTU6206","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU161","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU52424","Bacteria","Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria"
"OTU256","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"OTU100149","Bacteria","Acidobacteria","Acidobacteria_Gp3","uncl_Acidobacteria_Gp3","uncl_Acidobacteria_Gp3","Gp3"
"OTU15","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium"
"OTU316","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium"
"OTU42","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium"
"OTU30","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"OTU8158","Bacteria","Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","Saccharibacteria_genera_incertae_sedis"
"OTU660","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU212","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Actinomarinicola"
"OTU205","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","uncl_Hyphomicrobiaceae"
"OTU12222","Bacteria","Actinobacteria","Thermoleophilia","uncl_Thermoleophilia","uncl_Thermoleophilia","uncl_Thermoleophilia"
"OTU53725","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","uncl_Micromonosporaceae"
"OTU151","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","uncl_Burkholderiales","uncl_Burkholderiales"
"OTU579","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"OTU200","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter"
"OTU2166","Bacteria","Verrucomicrobia","Spartobacteria","uncl_Spartobacteria","uncl_Spartobacteria","Spartobacteria_genera_incertae_sedis"
"OTU633","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"OTU268","Bacteria","Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria"
"OTU67","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"OTU8959","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"OTU2621","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU225","Bacteria","Acidobacteria","Acidobacteria_Gp3","uncl_Acidobacteria_Gp3","uncl_Acidobacteria_Gp3","Gp3"
"OTU211","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"OTU3741","Bacteria","candidate_division_WPS-1","uncl_candidate_division_WPS-1","uncl_candidate_division_WPS-1","uncl_candidate_division_WPS-1","WPS-1_genera_incertae_sedis"
"OTU600","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","uncl_Steroidobacteraceae"
"OTU2803","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU11655","Bacteria","Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria"
"OTU480","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavitalea"
"OTU737","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","uncl_Chitinophagaceae"
"OTU29","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia"
"OTU9686","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix"
"OTU1299","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora"
"OTU3021","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","uncl_Chitinophagaceae"
"OTU3734","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncl_Gemmatimonadaceae"
"OTU323","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU2025","Bacteria","Actinobacteria","Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria"
"OTU26733","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncl_Myxococcales","uncl_Myxococcales"
"OTU696","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","uncl_Chitinophagaceae"
"OTU925","Bacteria","Acidobacteria","uncl_Acidobacteria","uncl_Acidobacteria","uncl_Acidobacteria","uncl_Acidobacteria"
"OTU62459","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis"
"OTU542","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Parviterribacteraceae","uncl_Parviterribacteraceae"
"OTU90705","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncl_Myxococcales","uncl_Myxococcales"
"OTU332","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU713","Bacteria","Acidobacteria","Acidobacteria_Gp7","uncl_Acidobacteria_Gp7","uncl_Acidobacteria_Gp7","Gp7"
"OTU2762","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU143","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"OTU2004","Bacteria","Acidobacteria","Acidobacteria_Gp7","uncl_Acidobacteria_Gp7","uncl_Acidobacteria_Gp7","Gp7"
"OTU61883","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","uncl_Micrococcales","uncl_Micrococcales"
"OTU21039","Bacteria","Acidobacteria","uncl_Acidobacteria","uncl_Acidobacteria","uncl_Acidobacteria","uncl_Acidobacteria"
"OTU410","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"OTU26","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncl_Comamonadaceae"
"OTU1645","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"OTU22832","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Isosphaeraceae","uncl_Isosphaeraceae"
"OTU5597","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","uncl_Flavobacteriaceae"
"OTU56636","Bacteria","Actinobacteria","Thermoleophilia","uncl_Thermoleophilia","uncl_Thermoleophilia","uncl_Thermoleophilia"
"OTU3500","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis","Acidibacter"
"OTU596","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Ohtaekwangia"
"OTU422","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncl_Rhizobiales","uncl_Rhizobiales"
"OTU8","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"OTU68","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","uncl_Acidimicrobiales","uncl_Acidimicrobiales"
"OTU10371","Bacteria","Verrucomicrobia","Spartobacteria","uncl_Spartobacteria","uncl_Spartobacteria","Spartobacteria_genera_incertae_sedis"
"OTU229","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_incertae_sedis","uncl_Gammaproteobacteria_incertae_sedis","Acidibacter"
"OTU1426","Bacteria","Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria"
"OTU1151","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"OTU1403","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Parviterribacteraceae","Parviterribacter"
"OTU1423","Bacteria","Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","uncl_Candidatus_Saccharibacteria","Saccharibacteria_genera_incertae_sedis"
"OTU445","Bacteria","Actinobacteria","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"OTU612","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncl_Myxococcales","uncl_Myxococcales"
"OTU1702","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","uncl_Solirubrobacterales","uncl_Solirubrobacterales"
"OTU9679","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncl_Gaiellales","uncl_Gaiellales"
"OTU1452","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU580","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","uncl_Solirubrobacterales","uncl_Solirubrobacterales"
"OTU4440","Bacteria","Acidobacteria","Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","uncl_Acidobacteria_Gp6","Gp6"
"OTU2479","Bacteria","Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria","uncl_Actinobacteria"
