"","SRR13801399","SRR13801186","SRR13801171","SRR13801400","SRR13801525","SRR13800997","SRR13801246","SRR13801475","SRR13801023","SRR13801012","SRR13801398","SRR13801333","SRR13801401","SRR13801146","SRR13801135","SRR13801476","SRR13801546","SRR13801070","SRR13801059","SRR13801489","SRR13801478","SRR13801335","SRR13801330","SRR13801329","SRR13801328","SRR13801279","SRR13801282","SRR13801277","SRR13801276","SRR13801274","SRR13801207","SRR13801203","SRR13801202","SRR13801200","SRR13801105","SRR13800981","SRR13800980","SRR13800978","SRR13800935","SRR13800930","SRR13800929","SRR13800928","SRR13800926","SRR13800925","SRR13800924","SRR13801157","SRR13801153","SRR13801152","SRR13801373","SRR13801372","SRR13801371","SRR13801410","SRR13801409","SRR13801408","SRR13801407","SRR13800940","SRR13800938","SRR13800937","SRR13800936","SRR13801151","SRR13801150","SRR13801149","SRR13801147","SRR13801145","SRR13801375","SRR13801445","SRR13801444","SRR13801441","SRR13801499","SRR13801054","SRR13801053","SRR13801051","SRR13801050","SRR13801049","SRR13801549"
"OTU53",0.00247304382233653,0.00187895569620253,9.89315393747527e-05,0.00721914556962025,0.00534283170080142,0.00385794836284499,0.00247451252103336,0.00504600771742357,0.00642991393807498,0.00415594696220067,0.00919790327366235,0.00128611001187178,0,0,0,0,0,0,0,0,0,0.0061331486793946,0.0068229012162563,0.00514240506329114,0.00632911392405063,0.00039564787339268,0.0255041518386714,0,0.00019780437147661,0.0608428967154729,0,0,0,0,0.000593824228028504,0,0,0.000593237097093138,0.00850811238622873,0.010783537791848,0.00375791139240506,0.00544015825914936,0.0096904973796104,0.008109979230541,0.00711954909522397,0,0,0.0136552543043736,0,0.000593295757935331,9.89217528934613e-05,0,0,0,0,0.000197941409342835,0.000593941793704217,0.000395687011573845,0.000692794932699921,0.0021756329113924,0.00346054973304331,0.000395843641761504,0.000197941409342835,0.000197980597901406,0,0,0,0.00326409495548961,0.00721985955889625,0.00138490454050846,0.0030665743396973,0.00464978235061338,0.000890383854372774,0.00148382629340192,0
"OTU146",0.00247304382233653,0.000988924050632911,0.00118717847249703,0.00197784810126582,0.00187988522805976,0.00138490454050846,0.0156389191329308,0.000890471950133571,0.0043525571273123,0.00138531565406689,0.00316486994362575,9.89315393747527e-05,0,0,0,0,9.8941327792619e-05,0,9.89021857383048e-05,0,0,0.00375902660995153,0.00583407495303075,0.000692246835443038,0.00267009493670886,9.89119683481701e-05,0.00138394622380388,0,0.000494510928691524,0.000296794618124258,0,0,0,0,0.0288994457640538,0.0137501236521911,0.000790982796124184,0.00998615780106783,0.00514444004748714,0.00514444004748714,0.000296677215189873,0.000692383778437191,0.00672401858993375,0.00257145682919593,0.00217541777909621,0,0,9.89511181476351e-05,0,9.88826263225551e-05,0,0,0,0,0,0,0.000395961195802811,0,0,0,0,0,0.00385985748218527,0,0.000395452298566485,0.000890383854372774,0.000791295746785361,0.0029673590504451,0.00138463060033627,0.000593530517360768,0.000296765258680384,0.000791452314998021,0.000296794618124258,0.000395687011573845,0.00108770888954811
"OTU3757",9.89217528934613e-05,0,0,0.000692246835443038,0.000494706638963095,9.89217528934613e-05,0.000197961001682669,0.000296823983377857,0.00148382629340192,0.000296853354442905,0.00108792404312135,9.89315393747527e-05,0,0,0,0,0,0,0,0,0,0.000692452270254229,0.000494413131612776,0.000197784810126582,0.000494462025316456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138504155124654,0.00128611001187178,0,0.000494559841740851,0.00128547414219322,0.000791217485906439,0.000791061010580441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296706557214914,9.89217528934613e-05,0.000494608764467306,0.000593589236248516,0.000197863078749505,9.89217528934613e-05,0
"OTU76",0.000692452270254229,9.88924050632911e-05,0.000494657696873763,0.00138449367088608,0.000692589294548333,0.00108813928182807,0.00069286350588934,0.00237459186702286,0.00207735681076269,0.000890560063328716,0.0020769459005044,0.000395726157499011,0,0.0642864207298981,0.00613132911392405,0,0,0,0,0,0,0.0017805915520823,0.00148323939483833,0.00148338607594937,0.00148338607594937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296794618124258,0.00227542540561931,0.00089003164556962,0.000692383778437191,0.00207653515277366,0.00187914152902779,0.00128547414219322,0,0,0.0404710073223827,0,0,0,0.00128560126582278,0,0.00266930301532378,0,0.0564133016627078,0.00168283508216195,0.00732020971411613,0.0022763262074426,0,0,0.00178129638792677,0,0.013660661255197,0,0.116937079540958,0,0.00108803165182987,0.000890119671644743,0.000692452270254229,0.000494608764467306,0.000395726157499011,0.000791452314998021,0.000494608764467306,0
"OTU715",9.89217528934613e-05,9.88924050632911e-05,0,0.000791139240506329,0,0.000197843505786923,0,0,0.000692452270254229,0.00039580447259054,0.000692315300168134,0.000296794618124258,0,0,0,0,0,0,0,0,0,0.000296765258680384,0.000692178384257886,9.88924050632911e-05,0.000296677215189873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296794618124258,0.000197863078749505,9.88924050632911e-05,0.00029673590504451,0.000593295757935331,0.000296706557214914,0.000593295757935331,0,0,0,9.89119683481701e-05,0,0.00267088732812345,0,0,0,0,0,0,0,0,0,0,0.000296882731321128,0.000296912114014252,9.89902989507028e-05,0,0,0,0,0,0,0.000197843505786923,0.000197863078749505,9.89315393747527e-05,0,0
"OTU149",0.000692452270254229,0.000593354430379747,9.89315393747527e-05,0.00128560126582278,0.0015830612446819,0.000989217528934613,0.000395922003365337,0.00098941327792619,0.00276980908101692,0.00059370670888581,0.00247255464345762,0.000890383854372774,0.0619188921859545,0,0,0,0,0,0,0,0,0.00267088732812345,0.00355977454761198,0.000692246835443038,0.000692246835443038,0,0,0,0,0,0.0512465373961219,9.88924050632911e-05,9.89805008413343e-05,0.01513353115727,0,0,0,0,0.0018796992481203,0.00286901464186783,0.000593354430379747,0.000692383778437191,0.00227430040541877,0.00158243497181288,0.00138435676851577,0,0,0,0,0,0,0,0,0,0.0882469331222794,0,0,0,0,0,0.0672335376705557,0,0,0,0,0,0,0,0.000989021857383048,0.000989217528934613,0.000989217528934613,0.000494657696873763,0.000296794618124258,0.000395687011573845,0.000692178384257886
"OTU594",0.000593530517360768,0.000395569620253165,9.89315393747527e-05,0.00128560126582278,0.000890471950133571,0.000494608764467306,9.89805008413343e-05,0.000593647966755714,0.00257196557522999,0.000890560063328716,0.000692315300168134,0.000692520775623269,0,0,0,0,0,0,0,0,0,0.00138490454050846,0.00257094828438643,0.0010878164556962,0.000692246835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197863078749505,0.00197863078749505,0.000395569620253165,0.000494559841740851,0.00296647878967665,0.00178023934328949,0.00118659151587066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138463060033627,0.000296765258680384,0.000296765258680384,0.000296794618124258,0.000197863078749505,9.89217528934613e-05,0
"OTU631",0.00138490454050846,0.00138449367088608,9.89315393747527e-05,0.00296677215189873,0.00128623726130405,0.00118706103472154,0.000593883005048006,0.00217670921143762,0.00267088732812345,0.00227587571739561,0.00425279398674711,0.00138504155124654,0,0,0,0,0,0,0,0,0,0.00346226135127114,0.00257094828438643,0.0010878164556962,0.00089003164556962,0,0,0,0,0,0,0,0,0,0,0,9.8872849515523e-05,0,0.00682627621685793,0.00554016620498615,0.000791139240506329,0.00237388724035608,0.00603184020567586,0.00425279398674711,0.00276871353703154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020769459005044,0.000296765258680384,0.000593530517360768,0.000791452314998021,9.89315393747527e-05,0.000197843505786923,0
"OTU830",0.00079137402314769,0.000197784810126582,0,0.00148338607594937,0.000494706638963095,0.000395687011573845,0.000197961001682669,0.000395765311170476,0.00286873083391038,0.00138531565406689,0.00138463060033627,0.000791452314998021,0,0,0,0,0,0,0,0,0,0.00079137402314769,0.00177988727380599,0.000692246835443038,0.00089003164556962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227542540561931,0.00197863078749505,0.000494462025316456,0.000791295746785361,0.00247206565806388,0.00187914152902779,0.000692178384257886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148353278607457,9.89217528934613e-05,0.000494608764467306,0.000395726157499011,0,9.89217528934613e-05,0
"OTU7602",0.000197843505786923,0.000197784810126582,0.000197863078749505,0.00089003164556962,0.000494706638963095,0.000395687011573845,0,0.000494706638963095,0.00257196557522999,0.00039580447259054,0.00108792404312135,0.000197863078749505,0,0,0,0,0,0,0,0,0,0.0017805915520823,0.00108770888954811,0.00089003164556962,0.000296677215189873,0,0,0,0,0,9.89315393747527e-05,9.88924050632911e-05,0,0,0,0.037095657335048,0.000494364247577615,9.8872849515523e-05,0.00178076770874555,0.00148397309062129,0.000494462025316456,0.000494559841740851,0.000889943636902996,0.00128572841459796,0.00148323939483833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692315300168134,9.89217528934613e-05,0,0.000593589236248516,0.000197863078749505,9.89217528934613e-05,0
"OTU3",0.00118706103472154,0.00138449367088608,0.000296794618124258,0.00395569620253165,0.00197882655585238,0.00197843505786923,0.000593883005048006,0.00237459186702286,0.00534177465624691,0.0019790223629527,0.00771437048758778,0.00217649386624456,0.00019782393669634,9.89021857383048e-05,9.88924050632911e-05,0.00385642242657965,9.8941327792619e-05,0,0,0,0,0.00455040063309922,0.111144071986552,0.00207674050632911,0.00296677215189873,0.000791295746785361,0.0302491103202847,0,0,0.000989315393747527,0.0277997625643055,0.0145371835443038,0,0.00909990108803165,0.00405779889152811,0.171530319517262,0.00435040537868301,0.038560411311054,0.00999208547685002,0.009200633161852,0.0022745253164557,0.00811078140454995,0.00642737071096608,0.0105825338739986,0.0112726194007713,9.88924050632911e-05,0.000197863078749505,0.0174153967939838,0.00276953511374876,0.0019776525264511,0.00732020971411613,9.88924050632911e-05,9.9009900990099e-05,0,0,0,0.00386062165907741,0,0.000791765637371338,0.000197784810126582,0.000197745699031046,0,0.000791765637371338,0,0.00365793376173999,0.0239414325286901,0.0289812067260138,0.0396636993076162,0.0366927109089111,0.000197843505786923,0.00207735681076269,0.00534230312623664,0.000296794618124258,0.00138490454050846,0.0635815287254029
"OTU7361",0,0,0,0.000395569620253165,0.000197882655585238,0,0.000197961001682669,0,0.000197843505786923,0,9.89021857383048e-05,0.000197863078749505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198019801980198,0.000395452298566485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89021857383048e-05,0.000692452270254229,9.89217528934613e-05,0.000197863078749505,0.000197863078749505,0.00148382629340192,0
"OTU8836",0.000296765258680384,0.000692246835443038,0.000197863078749505,0.00207674050632911,0.000791530622340952,0.000890295776041151,0.000395922003365337,0.00118729593351143,0.00267088732812345,0.00178112012665743,0.00247255464345762,0.000494657696873763,0,0,0,0,0,0,0,0,0,0.00267088732812345,0.00247206565806388,0.00148338607594937,0.00168117088607595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277008310249307,0.00217649386624456,0.0010878164556962,0.00118694362017804,0.00257094828438643,0.00237365245771932,0.00148323939483833,0,0,0,0,0,0,0,0,0,0,0,0.000593941793704217,9.89217528934613e-05,0.000593824228028504,0.00148338607594937,0.00286731263595017,9.8960910440376e-05,0,0,0,0,0,0.00029673590504451,0.00118682622885966,0.000197843505786923,0.000989217528934613,0.000692520775623269,0.000197863078749505,0.000494608764467306,0
"OTU293",0.001285982787615,0.000791139240506329,0.000890383854372774,0.00524129746835443,0.00168200257247452,0.00257196557522999,0.00118776601009601,0.00227565053923024,0.00593530517360768,0.00346328913516723,0.00504401147265355,0.00178076770874555,0,0,0,9.88826263225551e-05,0.000593647966755714,0,0,0,0,0.00464932238599268,0.00800949273212696,0.00326344936708861,0.00356012658227848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00850811238622873,0.009200633161852,0.00178006329113924,0.00227497527200791,0.00800949273212696,0.00514291365839185,0.00563630970038564,0,0,0,0,9.88826263225551e-05,0,9.88924050632911e-05,0.00742574257425743,9.88630746416214e-05,0,0,9.89902989507028e-05,9.89217528934613e-05,9.89707046714173e-05,0,0,0,0.000296912114014252,0,0.00187839841819081,0.000494657696873763,0.00692383778437191,0.00356083086053412,0.00553852240134507,0.000494608764467306,0.00158274804629538,0.00128611001187178,0.000791452314998021,0.00138490454050846,0
"OTU5531",0.000494608764467306,0,9.89315393747527e-05,0.00138449367088608,0.00118729593351143,0.000395687011573845,9.89805008413343e-05,0.000692589294548333,0.00187951330497576,0.000989511181476351,0.000890119671644743,0.000395726157499011,9.89119683481701e-05,0,0,0,0,0,0,0,0,0.001285982787615,0.00108770888954811,0.000692246835443038,0.00089003164556962,0,0.000889679715302491,0,0,0,0,0,0,0,0,0,0,0,0.000989315393747527,0.0018796992481203,0.00089003164556962,0.000791295746785361,0.00187876990012855,0.000692315300168134,0.00168100464748344,0,0,0,0,0,0,0,0,0,0,0,0.000197980597901406,9.89217528934613e-05,0.000197941409342835,0,0,0,0,0,0,0,0,0,0.000692315300168134,0.000296765258680384,0.000296765258680384,0.000395726157499011,0,0.000593530517360768,0
"OTU10392",0.000593530517360768,0.000395569620253165,9.89315393747527e-05,0.0010878164556962,0.0015830612446819,0.00108813928182807,0.00108878550925468,0.00118729593351143,0.00207735681076269,0.000890560063328716,0.00306596775788745,0.000593589236248516,9.89119683481701e-05,0,0,0,0,0,0,0,0,0.00197843505786923,0.00168100464748344,0.00118670886075949,0.00118670886075949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197863078749505,0.00316580925999209,0.00168117088607595,0.00148367952522255,0.00217541777909621,0.0020769459005044,0.00168100464748344,0,9.89315393747527e-05,9.89511181476351e-05,0,0,0,0,0,0,0,0,0,0,0,9.88924050632911e-05,0,0,0.000989707046714173,0,0.000790904597132971,0,0,0.00435212660731949,0.00148353278607457,0.000494608764467306,0.000692452270254229,0.00128611001187178,0.000494657696873763,0.000593530517360768,0
"OTU918",0.000296765258680384,0,0.000197863078749505,9.88924050632911e-05,0.000494706638963095,0.000494608764467306,0.000890824507572008,0.000395765311170476,0,0,0,9.89315393747527e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89707046714173e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88826263225551e-05
"OTU121",0.000593530517360768,0.000395569620253165,9.89315393747527e-05,0.00168117088607595,0.000593647966755714,0.000593530517360768,0.000395922003365337,0.000791530622340952,0.00296765258680384,0.000692657827033445,0.00267035901493423,0.000197863078749505,0,0,0,0,0,0,0,0,0,0.00197843505786923,0.00158212202116088,0.00118670886075949,0.0010878164556962,0,0,0,0,0,0,0,0,0,0,0,0,0.000197745699031046,0.00286901464186783,0.00217649386624456,0.000494462025316456,0.000989119683481701,0.00217541777909621,0.00217584808624271,0.00158212202116088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128572841459796,0.000494608764467306,0.000692452270254229,0.00158290462999604,0.000197863078749505,0.000296765258680384,0
"OTU809",0.000494608764467306,0.00118670886075949,9.89315393747527e-05,0.000692246835443038,0.000296823983377857,0.000890295776041151,0.000197961001682669,0.00168200257247452,0.000989217528934613,0.000296853354442905,0.00247255464345762,0,0,0,0,0,0,0,0,0,0,0.00237412206944307,0.00207653515277366,0.000593354430379747,0.000791139240506329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207756232686981,0.00247328848436882,0.000988924050632911,0.000692383778437191,0.00237318303174132,0.00158243497181288,0.0019776525264511,0,0,0,0,0,0,0,0,0,0,9.89707046714173e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000989021857383048,9.89217528934613e-05,0.000890295776041151,0.000593589236248516,0.000197863078749505,0.000197843505786923,0
"OTU7504",0.000197843505786923,0,0,0.000197784810126582,0.000197882655585238,0.000197843505786923,9.89805008413343e-05,0,9.89217528934613e-05,0,0.000494510928691524,0,0,0,0,0,0,0,0,0,0,9.89217528934613e-05,0.000395530505290221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89315393747527e-05,9.89315393747527e-05,9.88924050632911e-05,0.00019782393669634,0.000296647878967665,9.89021857383048e-05,0.00019776525264511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395608742953219,0,0,9.89315393747527e-05,0,0,0
"OTU674",9.89217528934613e-05,0.000395569620253165,9.89315393747527e-05,0.000494462025316456,0.000692589294548333,0.000395687011573845,0.000296941502524003,0.000395765311170476,0.000296765258680384,0.000692657827033445,0.000989021857383048,0.000296794618124258,0,0,0,0,0,0,0,0,0,0.000692452270254229,0.000791061010580441,0.000296677215189873,0.000395569620253165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148397309062129,0.00118717847249703,9.88924050632911e-05,0.00019782393669634,0.000889943636902996,0.000989021857383048,0.000692178384257886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494510928691524,9.89217528934613e-05,0.000296765258680384,9.89315393747527e-05,0,0,0
"OTU9163",0.000494608764467306,0.000197784810126582,0,0.0010878164556962,0.000692589294548333,0.000395687011573845,0.000197961001682669,0.000395765311170476,0.00079137402314769,9.89511181476351e-05,0.00158243497181288,0.000494657696873763,0.00148367952522255,0,0.00316455696202532,0,0,0.00138449367088608,0.000494510928691524,0,9.89217528934613e-05,0.000296765258680384,0.000988826263225551,0.000395569620253165,9.88924050632911e-05,0.00346191889218595,0.00197706603400554,0.000395452298566485,0.00286816338641084,0.00554016620498615,0.00385833003561535,0,0.00138572701177868,0.0029673590504451,0,0,0,0,0.00118717847249703,0.000890383854372774,0.000692246835443038,0.000692383778437191,0.00207653515277366,0.00158243497181288,0.00207653515277366,0.00385680379746835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692315300168134,0.000197843505786923,9.89217528934613e-05,0.000494657696873763,0.000197863078749505,9.89217528934613e-05,0
"OTU58",0.000989217528934613,0.000494462025316456,9.89315393747527e-05,0.00187895569620253,0.00187988522805976,0.000692452270254229,0.000494902504206671,0.000890471950133571,0.00257196557522999,0.00118741341777162,0.00336267431510236,0.00108824693312228,0,0,0,0,0,0,0,0,0,0.00207735681076269,0.00296647878967665,0.0010878164556962,0.00089003164556962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217649386624456,0.00257222002374357,0.000791139240506329,0.000494559841740851,0.00276871353703154,0.00257145682919593,0.0019776525264511,0,0,0,9.89119683481701e-05,0,0,0,0,0,0,0.000890736342042755,0.00326667986537319,0,9.89707046714173e-05,0,0,0.00237506185056903,9.89707046714173e-05,0.00920609780241536,0.00434997528423134,0,0.00474777448071217,0,0.00148353278607457,0.000494608764467306,0.00118706103472154,0.000593589236248516,0.000296794618124258,9.89217528934613e-05,0
"OTU3896",0,0,0,0.000593354430379747,9.8941327792619e-05,0,9.89805008413343e-05,0,9.89217528934613e-05,0,9.89021857383048e-05,0,0,0,0,0,0.000890471950133571,0,0,0,9.89217528934613e-05,9.89217528934613e-05,0.000296647878967665,0,0.000197784810126582,0,0,0,0,9.89315393747527e-05,0,0,0,0,0.000494853523357086,0.00257196557522999,0.00810757366027289,0,9.89315393747527e-05,9.89315393747527e-05,0.000395569620253165,0.00019782393669634,0.000296647878967665,0.000296706557214914,0.000494413131612776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019780437147661,0,9.89217528934613e-05,9.89315393747527e-05,0,9.89217528934613e-05,0
"OTU289",0.00108813928182807,0.000692246835443038,0,0.0033623417721519,0.00296823983377857,0.00267088732812345,0.00138572701177868,0.00178094390026714,0.00593530517360768,0.00128636453591926,0.0041538918010088,0.000989315393747527,0,0,0,0,0,0,0,0,0,0.00573746166782075,0.00385642242657965,0.00395569620253165,0.00395569620253165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712307083498219,0.00860704392560348,0.00168117088607595,0.0019782393669634,0.00642737071096608,0.00543962021560677,0.00632848808464353,0,0,0,9.89119683481701e-05,0,9.89217528934613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524181584413016,0.00079137402314769,0.0017805915520823,0.00277008310249307,0.000791452314998021,0.00108813928182807,0
"OTU137",0.000395687011573845,0.000494462025316456,0.000395726157499011,0.00207674050632911,0.00178094390026714,0.000890295776041151,0.000593883005048006,0.00108835460571881,0.00286873083391038,0.00138531565406689,0.00286816338641084,0.000494657696873763,0,0,0.000494462025316456,0,0.000692589294548333,0.0307555379746835,0,0,0,0.00237412206944307,0.00187876990012855,0.00168117088607595,0.0010878164556962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366046695686585,0.00385833003561535,0.00148338607594937,0.00217606330365974,0.00444971818451498,0.00276926120067253,0.00217541777909621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346191889218595,0.00237365245771932,0.000197843505786923,0.000890295776041151,0.000692520775623269,0.000197863078749505,0.000494608764467306,0.127459705329774
"OTU200",0.000494608764467306,0.000296677215189873,0,0.00276898734177215,0.000395765311170476,0.000593530517360768,9.89805008413343e-05,0.000197882655585238,0.00108813928182807,0.00138531565406689,0.0019780437147661,0.000593589236248516,0,0,0,0,0,0,0,0,0,0.000692452270254229,0.000889943636902996,0.000692246835443038,0.000197784810126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148397309062129,0.00178076770874555,0.000395569620253165,0.000692383778437191,0.00187876990012855,0.00158243497181288,0.00108770888954811,0,0,0,0,0,0.000296765258680384,0,0,0,0,0,9.89902989507028e-05,0,0.0022763262074426,0,0,0.0118753092528451,0.00128661916072842,0.00306869926747179,0,0,0,0,0.000890119671644743,9.89217528934613e-05,0.000395687011573845,0,0,0.000197843505786923,0
"OTU655",0.000296765258680384,0.00089003164556962,9.89315393747527e-05,0.00187895569620253,0.00098941327792619,0.000593530517360768,9.89805008413343e-05,0.000395765311170476,0.00187951330497576,0.000989511181476351,0.00267035901493423,0.000494657696873763,0,0,0,0.0114703846534164,0,0,0.114627633270695,0,0,0.00148382629340192,0.00187876990012855,0.0010878164556962,0.00158227848101266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277008310249307,0.00346260387811634,0.000692246835443038,0.0804154302670623,0.00346089192128943,0.00148353278607457,0.0207653515277366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000989021857383048,0.000197843505786923,0.000395687011573845,0.00118717847249703,0.000296794618124258,0.000494608764467306,0
"OTU552",0.000296765258680384,0.000395569620253165,0,0.00089003164556962,0.000791530622340952,0.000197843505786923,9.89805008413343e-05,9.8941327792619e-05,0.000494608764467306,0.000296853354442905,0.00128572841459796,0.000395726157499011,0,0,0,0,0,0,0,0,0,0.00079137402314769,0.000889943636902996,0.000395569620253165,0.000692246835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118717847249703,0.00148397309062129,0.000593354430379747,0.00029673590504451,0.00108770888954811,0.000692315300168134,0.000395530505290221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000593413114429829,0.000197843505786923,0.000197843505786923,9.89315393747527e-05,0,0.000197843505786923,0
"OTU10",0,9.88924050632911e-05,0,0,9.8941327792619e-05,0,0,0,0.000197843505786923,9.89511181476351e-05,9.89021857383048e-05,9.89315393747527e-05,0,0,0,0,0,0,0,0,0,0.000197843505786923,0,0,0.000197784810126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296794618124258,0,0,0.00019776525264511,9.89021857383048e-05,0.000395530505290221,0,0,0,0,0,0,0,0.000198019801980198,0,9.89315393747527e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019780437147661,0,9.89217528934613e-05,0.000197863078749505,9.89315393747527e-05,0,0
"OTU926",0.000296765258680384,9.88924050632911e-05,0.000197863078749505,0.00128560126582278,0.000791530622340952,0.000593530517360768,0.000593883005048006,0.000395765311170476,0.00079137402314769,0.00059370670888581,0.00178023934328949,0.000593589236248516,0,0,0,0,0,0,0,0,0,0.00079137402314769,0.000889943636902996,0.000395569620253165,0.000494462025316456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197863078749505,0.000890383854372774,0.000692246835443038,0.000494559841740851,0.00108770888954811,0.000791217485906439,0.000988826263225551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000890119671644743,0,9.89217528934613e-05,0.000593589236248516,0,0.000296765258680384,0
"OTU2462",0.000197843505786923,0,0,0,0,0,0,0,0.000197843505786923,9.89511181476351e-05,0,0,0,0,9.88924050632911e-05,0.00207653515277366,0.000890471950133571,0.00306566455696203,0,0.00316612248936381,0,0.0111781580769611,9.88826263225551e-05,0.00148338607594937,0,0.00039564787339268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197784810126582,0,0.000296853354442905,0.00108803165182987,0.00425195293186987,0,0,0,0,0.00346260387811634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU9487",0.000296765258680384,0.000494462025316456,9.89315393747527e-05,0.000593354430379747,0.002077767883645,0.000296765258680384,0.000494902504206671,0.000791530622340952,0.000692452270254229,0.00079160894518108,0.00118682622885966,0.000197863078749505,9.89119683481701e-05,0,0,0,0,0,0,0,0,0.000494608764467306,0.000889943636902996,0.000494462025316456,0.000494462025316456,0,0.000197706603400554,0,0,0,0,0,9.89805008413343e-05,0,0,0,0,0,0.000395726157499011,0.000791452314998021,0.000197784810126582,0.000989119683481701,0.000593295757935331,0.000593413114429829,0.000494413131612776,0,0,0,0,9.88826263225551e-05,0,0.000296677215189873,0,0.000197726149283243,0.00118717847249703,0,0,0,9.89707046714173e-05,0,0,9.8960910440376e-05,0.000296912114014252,0,0,0,0,9.89119683481701e-05,0.000890119671644743,0.000197843505786923,0.000197843505786923,0.000494657696873763,0,0.000395687011573845,0
"OTU4672",0.000296765258680384,0.000197784810126582,0,0.0010878164556962,0.000494706638963095,0.000395687011573845,0.000296941502524003,0.000296823983377857,0.00108813928182807,0.000494755590738175,0.000890119671644743,0.000494657696873763,0,0,0,0,0.000494706638963095,0,0,0.000197882655585238,0,0.000890295776041151,0.00118659151587066,0.000593354430379747,0.00138449367088608,0,0,0,0,0,0,0.000197784810126582,0,0,0,0,0,0,0.000791452314998021,0.00247328848436882,0.000692246835443038,0.00118694362017804,0.00276871353703154,0.00187914152902779,0.00128547414219322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296706557214914,0.000296765258680384,9.89217528934613e-05,0.000494657696873763,0,0,0.00217541777909621
